40000 158802
6934 7133 276.31
6285 6485 250.45
24434 24635 973.69
29400 29599 1171.58
12617 12818 502.78
16358 16558 651.87
34083 34283 1358.20
29485 29684 1174.96
35148 35349 1400.66
36650 36851 1460.50
16292 16293 649.21
34196 34397 1362.73
30624 30823 1220.34
37281 37480 1485.63
38610 38611 1538.57
20388 20589 812.48
9248 9449 368.53
352 552 14.03
38270 38271 1525.03
17344 17545 691.17
20077 20078 800.04
37911 38110 1510.74
17392 17592 693.08
7555 7755 301.07
33422 33621 1331.84
27376 27577 1090.95
30918 31119 1232.09
8764 8964 349.25
32298 32499 1287.08
11136 11335 443.76
16928 17128 674.58
3908 4109 155.74
27158 27357 1082.24
22696 22896 904.43
10803 11002 430.47
23479 23480 935.61
9763 9963 389.06
28945 28946 1153.44
9843 10042 392.22
14067 14068 560.54
29038 29238 1157.15
18094 18095 721.02
28720 28721 1144.47
19058 19259 759.46
2537 2736 101.09
20759 20958 827.24
18447 18646 735.09
8384 8385 334.09
17903 18103 713.43
19149 19349 763.09
16457 16657 655.80
7976 8176 317.85
16288 16289 649.05
32149 32348 1281.13
31453 31652 1253.38
15598 15797 621.58
15823 16024 630.54
29305 29306 1167.78
206 406 8.19
2185 2385 87.08
12477 12478 497.18
37321 37322 1487.22
8283 8482 330.06
3224 3423 128.45
123 324 4.91
35812 36012 1427.09
25374 25375 1011.14
11774 11975 469.21
24900 25099 992.25
25438 25637 1013.68
16849 17048 671.41
10950 11151 436.37
6262 6263 249.51
15474 15675 616.64
8662 8862 345.17
8011 8211 319.22
13460 13461 536.35
8801 9002 350.71
8208 8408 327.07
13085 13286 521.44
36903 37103 1470.58
2241 2441 89.29
5697 5896 227.01
36031 36230 1435.81
30590 30789 1219.01
16491 16691 657.16
10950 11150 436.36
13902 14103 554.00
24735 24736 985.67
15663 15864 624.17
21099 21299 840.79
16117 16317 642.26
28136 28337 1121.23
27657 27857 1102.12
13299 13500 529.97
9942 10142 396.19
14788 14789 589.29
33652 33852 1341.02
1233 1433 49.12
22931 23132 913.81
10675 10676 425.37
16099 16299 641.54
6861 6862 273.38
21761 21960 867.17
12568 12768 500.84
14 214 0.54
10206 10405 406.68
23663 23863 942.96
25871 26070 1030.94
11374 11573 453.25
9955 10154 396.70
6500 6701 259.03
20590 20591 820.50
21222 21422 845.68
35112 35312 1399.21
30043 30243 1197.20
4633 4833 184.61
13011 13210 518.46
15112 15113 602.19
33697 33896 1342.81
6123 6322 243.99
28996 28997 1155.48
849 1048 33.81
22276 22475 887.68
35590 35789 1418.26
38316 38516 1526.89
32559 32560 1297.46
26486 26687 1055.47
37382 37582 1489.68
37067 37266 1477.10
12108 12308 482.50
8379 8380 333.89
3946 3947 157.23
11675 11875 465.24
22732 22733 905.85
4733 4934 188.62
11969 11970 476.95
25327 25328 1009.26
15355 15356 611.88
20791 20991 828.53
35710 35711 1423.02
8525 8725 339.72
9636 9835 383.97
4354 4553 173.50
21329 21330 849.94
21782 21981 868.01
16539 16738 659.07
29893 29894 1191.21
39199 39400 1562.10
17968 18169 716.04
6615 6815 263.59
991 1192 39.51
38172 38371 1521.15
27221 27222 1084.72
36134 36334 1439.94
3183 3383 126.85
13227 13427 527.08
37337 37338 1487.86
20485 20685 816.32
35849 36049 1428.57
25178 25378 1003.35
5102 5303 203.32
28719 28919 1144.45
35928 35929 1431.71
4044 4243 161.13
35577 35578 1417.73
34147 34346 1360.75
23261 23462 926.95
37166 37367 1481.08
38719 38919 1542.95
18243 18244 726.95
28985 28986 1155.04
27816 28017 1108.46
3859 4058 153.76
3247 3448 129.39
9464 9665 377.14
36700 36901 1462.50
38844 39045 1547.93
14200 14400 565.87
21172 21372 843.71
38304 38503 1526.40
31599 31600 1259.21
30930 31130 1232.56
13837 14036 551.38
79 80 3.12
18820 19019 749.95
20119 20320 801.75
26345 26546 1049.86
6033 6234 240.41
27368 27567 1090.61
15787 15788 629.10
39506 39706 1574.31
13704 13904 546.10
22338 22537 890.16
38919 39119 1550.92
35740 35939 1424.23
27231 27430 1085.13
32938 33139 1312.59
36738 36938 1464.01
4065 4266 161.99
35796 35797 1426.46
3579 3780 142.64
31346 31547 1249.15
22841 23041 910.20
23278 23479 927.63
4229 4429 168.51
17406 17605 693.60
12317 12518 490.84
31296 31495 1247.13
29410 29611 1171.98
35593 35792 1418.38
1714 1913 68.29
28314 28315 1128.29
25765 25766 1026.72
5088 5089 202.73
2739 2740 109.13
5968 6169 237.84
21273 21274 847.70
18198 18398 725.20
39479 39480 1573.21
28771 28772 1146.51
10735 10935 427.79
29463 29662 1174.08
8457 8657 337.00
26516 26715 1056.65
27600 27800 1099.86
33501 33502 1334.99
24274 24275 967.29
30319 30520 1208.22
36834 37034 1467.82
21315 21516 849.41
19054 19253 759.28
15463 15664 616.20
9571 9771 381.41
21299 21498 848.75
19499 19699 777.03
17893 17894 713.01
2933 3134 116.89
20130 20330 802.18
17891 18091 712.95
13129 13329 523.19
1068 1069 42.53
18303 18503 729.37
9971 9972 397.33
24163 24362 962.89
25316 25515 1008.83
28030 28031 1116.96
19982 19983 796.27
16919 17118 674.21
37126 37127 1479.45
32353 32354 1289.25
18774 18975 748.16
32202 32402 1283.23
23222 23223 925.36
19815 20015 789.61
29080 29279 1158.82
37468 37667 1493.08
32750 32950 1305.09
16403 16404 653.62
22340 22541 890.26
34533 34734 1376.15
28876 29077 1150.71
7738 7739 308.34
35473 35673 1413.59
21207 21407 845.08
769 770 30.63
6169 6170 245.82
25553 25554 1018.27
26703 26904 1064.12
20386 20387 812.37
36839 37038 1468.01
21405 21605 852.97
28439 28440 1133.26
6031 6231 240.32
20570 20771 819.73
2578 2778 102.74
6540 6739 260.61
9411 9612 375.02
23862 23863 950.87
16428 16627 654.63
24392 24592 972.03
4731 4931 188.53
22013 22213 877.20
13622 13823 542.83
25417 25617 1012.85
1912 2112 76.19
20374 20575 811.92
12647 12847 503.97
39703 39902 1582.15
221 420 8.78
27801 28002 1107.86
2006 2007 79.90
13174 13175 524.97
9059 9258 360.98
10532 10733 419.71
19320 19519 769.89
33497 33696 1334.84
21979 21980 875.85
14808 15008 590.08
24040 24240 957.98
34821 34822 1387.58
5393 5594 214.93
37726 37927 1503.39
9374 9573 373.55
8622 8623 343.55
38407 38607 1530.50
16901 17102 673.51
30640 30841 1221.00
419 620 16.69
8008 8009 319.08
877 878 34.92
30176 30377 1202.53
21841 22042 870.36
18030 18231 718.49
13076 13276 521.07
31442 31641 1252.94
25988 25989 1035.61
10401 10602 414.47
19186 19385 764.56
24519 24718 977.07
2960 3160 117.96
6011 6212 239.53
283 284 11.25
17284 17485 688.77
15301 15302 609.72
20192 20193 804.64
38834 38835 1547.50
24905 25106 992.47
20411 20610 813.35
28793 28994 1147.42
16065 16264 640.17
17207 17407 685.68
24446 24647 974.17
31620 31821 1260.05
2364 2565 94.22
34613 34812 1379.30
18993 19194 756.89
3501 3701 139.51
32493 32693 1294.84
38694 38895 1541.96
3870 3871 154.19
8348 8349 332.65
16362 16561 652.02
35195 35394 1402.52
27094 27294 1079.69
12576 12775 501.15
31779 31980 1266.41
6094 6294 242.84
30940 31140 1232.96
28434 28634 1133.08
26652 26653 1062.05
7767 7966 309.51
23582 23783 939.76
35964 36165 1433.18
29242 29441 1165.27
26193 26394 1043.81
10147 10347 404.36
5041 5042 200.85
24342 24343 970.01
13052 13253 520.12
5606 5607 223.36
12709 12910 506.46
10754 10955 428.56
17120 17320 682.23
4974 5174 198.22
15682 15881 624.91
15356 15557 611.95
9570 9769 381.36
37868 38068 1509.03
18007 18008 717.54
34017 34216 1355.55
16584 16585 660.86
25533 25534 1017.47
2262 2462 90.13
14297 14496 569.72
37925 38125 1511.31
10410 10609 414.81
8611 8812 343.14
23637 23836 941.91
19289 19488 768.65
5044 5045 200.97
1311 1512 52.25
24034 24234 957.74
34578 34778 1377.94
3654 3655 145.58
35781 35980 1425.87
13516 13716 538.61
10482 10681 417.69
31513 31714 1255.80
28844 29044 1149.42
35834 36035 1427.98
26818 26819 1068.66
27916 28115 1112.44
27817 28016 1108.48
7122 7123 283.79
37495 37696 1494.18
16103 16104 641.68
3209 3210 127.84
662 863 26.38
3722 3923 148.33
29460 29660 1173.97
29149 29150 1161.57
16877 17077 672.54
26071 26072 1038.90
27490 27690 1095.47
28509 28709 1136.08
30606 30607 1219.61
15774 15974 628.60
38267 38466 1524.92
29406 29607 1171.82
7919 7920 315.55
34392 34591 1370.52
12019 12220 478.95
31447 31648 1253.16
23893 24093 952.13
16135 16336 642.99
12166 12367 484.83
15921 16120 634.44
7108 7309 283.26
25569 25768 1018.92
23468 23668 935.19
5449 5648 217.12
26537 26736 1057.49
24737 24936 985.76
8547 8746 340.59
26333 26532 1049.36
9102 9302 362.71
6960 7161 277.37
5102 5302 203.31
9091 9290 362.26
458 459 18.22
17044 17245 679.20
10917 11118 435.05
21147 21148 842.69
6043 6243 240.80
15359 15559 612.06
18193 18393 725.00
3197 3398 127.42
30883 31082 1230.67
31472 31672 1254.15
35881 36080 1429.84
30945 30946 1233.14
35683 35684 1421.94
23071 23271 919.37
20320 20519 809.74
37271 37470 1485.23
14169 14370 564.65
14477 14678 576.91
16715 16716 666.07
38984 38985 1553.50
34930 35129 1391.95
29130 29331 1160.84
4963 5163 197.78
6418 6617 255.73
16041 16240 639.21
16245 16444 647.34
17468 17668 696.09
19557 19558 779.33
10865 11066 432.97
24174 24175 963.32
31724 31925 1264.21
33476 33675 1334.00
16053 16252 639.69
30788 30988 1226.91
8877 9078 353.75
23085 23086 919.91
6560 6759 261.41
3031 3231 120.77
17056 17255 679.66
23217 23416 925.17
23352 23553 930.59
17422 17622 694.25
14434 14634 575.18
19122 19321 762.00
10857 11058 432.65
22393 22594 892.38
1725 1925 68.74
21751 21951 866.78
229 429 9.11
18493 18494 736.92
17034 17035 678.77
12591 12790 501.75
10080 10281 401.69
22310 22509 889.04
14468 14667 576.53
16089 16090 641.12
16871 17072 672.31
12518 12717 498.83
28386 28387 1131.17
27823 27824 1108.71
14927 15128 594.85
11766 11767 468.86
7932 8133 316.10
24457 24656 974.59
27288 27489 1087.43
29988 29989 1195.01
3323 3324 132.40
3741 3940 149.07
27109 27110 1080.27
31383 31582 1250.61
2585 2586 103.00
21288 21289 848.30
4780 4981 190.50
10969 11170 437.13
24559 24760 978.69
2272 2273 90.51
30716 30717 1224.01
17128 17129 682.53
527 728 21.01
39708 39909 1582.37
5562 5563 221.63
8751 8951 348.73
29141 29342 1161.28
27491 27692 1095.52
586 785 23.35
11355 11356 452.48
39336 39537 1567.55
29045 29246 1157.44
15277 15278 608.76
10915 11116 434.97
17673 17674 704.24
10932 11131 435.63
34813 35014 1387.29
31833 32033 1268.53
12354 12555 492.32
5239 5440 208.77
36008 36209 1434.91
32447 32647 1293.00
22923 22924 913.46
25822 26022 1028.99
10128 10129 403.58
39157 39357 1560.41
24032 24232 957.66
33637 33638 1340.40
25950 26150 1034.11
16046 16246 639.42
25487 25686 1015.64
6041 6240 240.71
14972 15173 596.65
3926 4125 156.44
26225 26226 1045.03
10274 10275 409.39
1948 2147 77.62
14080 14281 561.09
7292 7293 290.56
13139 13340 523.60
3594 3795 143.24
27821 28020 1108.64
4066 4267 162.03
30720 30919 1224.18
16592 16792 661.20
2259 2460 90.02
18984 18985 756.50
26730 26930 1065.19
28146 28346 1121.62
34022 34023 1355.74
1774 1975 70.71
35546 35745 1416.50
31925 31926 1272.19
6020 6221 239.89
34993 35192 1394.47
38400 38600 1530.24
37058 37257 1476.74
16847 17047 671.34
7778 7977 309.95
3115 3314 124.12
39584 39783 1577.42
24045 24246 958.19
22655 22656 902.77
10400 10599 414.43
14848 15048 591.68
26597 26796 1059.89
11613 11814 462.77
4490 4691 178.93
22385 22584 892.04
10594 10595 422.16
7814 8013 311.36
38239 38439 1523.81
15453 15654 615.80
17790 17791 708.92
3492 3693 139.16
24717 24718 984.95
31359 31360 1249.64
6924 7124 275.92
18728 18927 746.30
14661 14861 584.23
13047 13248 519.92
5627 5827 224.22
22369 22570 891.42
15478 15677 616.78
16194 16395 645.35
15323 15522 610.61
21814 22014 869.27
28833 29034 1148.99
23092 23293 920.22
11738 11937 467.75
8210 8411 327.16
15448 15648 615.59
17405 17605 693.57
5415 5616 215.78
32535 32536 1296.50
26175 26375 1043.08
39235 39435 1563.50
22932 23131 913.83
5752 5753 229.20
32385 32386 1290.53
36980 37179 1473.65
17795 17995 709.14
24974 25174 995.22
29698 29897 1183.45
8326 8526 331.79
8118 8318 323.50
37401 37402 1490.40
2559 2759 101.98
3441 3642 137.12
605 804 24.08
12808 12809 510.36
24102 24302 960.46
1911 2110 76.14
8899 8900 354.60
4254 4454 169.51
5933 6132 236.42
3076 3277 122.58
10480 10481 417.60
3058 3059 121.83
30414 30415 1211.96
18814 19014 749.72
1593 1794 63.50
39598 39799 1578.00
24244 24443 966.10
31321 31520 1248.13
13930 13931 555.09
3516 3716 140.11
7397 7597 294.78
2116 2317 84.33
4762 4963 189.78
16345 16346 651.33
6564 6763 261.57
828 1029 32.99
19458 19659 775.40
29203 29404 1163.73
22849 23048 910.51
22786 22787 908.01
29161 29162 1162.05
36279 36280 1445.69
21419 21620 853.54
25000 25200 996.25
27140 27340 1081.53
17894 17895 713.05
18056 18255 719.51
26609 26809 1060.35
8808 9009 350.99
27875 28074 1110.80
23020 23221 917.34
16398 16399 653.45
37442 37641 1492.04
3825 4024 152.40
25914 26114 1032.67
9448 9648 376.49
30406 30606 1211.66
26037 26237 1037.56
11970 12169 477.00
15851 16050 631.64
18921 19120 753.99
27203 27402 1084.01
16122 16322 642.46
32789 32988 1306.64
888 1088 35.38
12515 12714 498.71
3796 3995 151.27
22625 22824 901.58
34316 34317 1367.47
25381 25382 1011.42
1482 1683 59.06
17498 17499 697.27
15539 15740 619.24
10792 10992 430.07
11923 12124 475.14
17071 17270 680.26
9632 9633 383.80
39603 39802 1578.15
19920 19921 793.79
17866 18066 711.95
37021 37022 1475.25
31814 32014 1267.77
4045 4046 161.16
29737 29936 1185.01
20172 20372 803.86
16037 16038 639.04
15781 15981 628.88
27367 27568 1090.59
37341 37542 1488.05
6347 6348 252.91
18318 18518 729.97
1869 2069 74.47
38342 38543 1527.94
30249 30449 1205.41
33966 34167 1353.56
33008 33207 1315.34
15408 15608 613.99
32204 32403 1283.30
38443 38644 1531.95
26261 26262 1046.47
19824 20023 789.96
11669 11869 465.00
1463 1664 58.30
20375 20575 811.95
38221 38420 1523.08
37688 37689 1501.84
7429 7430 296.01
26465 26665 1054.62
12175 12376 485.19
4358 4557 173.66
31880 32079 1270.40
25805 26004 1028.30
36773 36974 1465.42
33232 33431 1324.27
10021 10022 399.30
5921 5922 235.93
16437 16636 654.99
34045 34245 1356.68
33473 33674 1333.90
11250 11450 448.30
15937 16136 635.08
9914 10115 395.08
31725 31726 1264.22
9373 9572 373.51
22684 22885 903.96
17893 18094 713.04
11087 11288 441.82
8774 8973 349.64
34450 34651 1372.83
35670 35870 1421.44
37346 37547 1488.25
33986 34187 1354.36
13538 13539 539.47
5239 5240 208.74
26898 27097 1071.87
19454 19653 775.22
31086 31087 1238.75
471 671 18.76
19843 19844 790.71
28774 28973 1146.64
9919 9920 395.25
30081 30281 1198.72
36450 36649 1452.51
23978 24179 955.54
35474 35673 1413.62
39160 39359 1560.52
13081 13280 521.26
9835 10035 391.91
11539 11740 459.84
13908 14108 554.23
6489 6688 258.57
15024 15225 598.70
33386 33587 1330.45
3577 3777 142.55
97 296 3.85
8856 9057 352.91
22314 22514 889.21
31749 31750 1265.18
34173 34374 1361.81
24456 24656 974.56
34951 34952 1392.78
15668 15869 624.37
37917 37918 1510.97
15166 15367 604.38
7310 7510 291.30
15062 15262 600.21
13239 13439 527.56
11065 11265 440.93
7817 7818 311.47
36389 36390 1450.09
445 446 17.70
12688 12887 505.60
34761 34961 1385.23
12857 13058 512.35
35679 35879 1421.80
16531 16730 658.75
32688 32888 1302.61
7069 7268 281.68
37633 37834 1499.67
8178 8378 325.90
20155 20355 803.18
38770 38971 1545.00
23404 23405 932.61
23031 23232 917.78
8376 8577 333.80
2917 2918 116.22
37108 37308 1478.75
35793 35994 1426.37
26985 27186 1075.37
7142 7341 284.60
5593 5594 222.87
14230 14430 567.05
32013 32014 1275.68
1578 1777 62.88
314 315 12.49
14500 14501 577.80
4687 4886 186.76
7540 7740 300.47
6185 6385 246.48
5459 5660 217.54
6823 7024 271.89
299 499 11.91
17245 17444 687.19
336 537 13.40
20211 20412 805.40
25418 25619 1012.90
34162 34361 1361.35
907 1108 36.15
25393 25394 1011.90
21879 22080 871.88
28492 28493 1135.38
12136 12337 483.63
25240 25241 1005.78
36181 36182 1441.80
32968 33169 1313.79
20191 20390 804.61
19338 19537 770.61
33496 33695 1334.80
14041 14241 559.52
14186 14386 565.32
25599 25799 1020.13
11550 11749 460.26
24951 25150 994.29
38144 38343 1520.03
19602 19603 781.10
34529 34730 1375.99
20231 20432 806.20
22786 22987 908.04
33228 33427 1324.11
30797 30998 1227.28
8155 8354 324.97
17781 17981 708.58
12694 12894 505.85
33028 33229 1316.16
30877 31078 1230.45
26430 26629 1053.21
27338 27539 1089.43
3280 3479 130.69
32901 33102 1311.11
6368 6569 253.78
1935 1936 77.09
37031 37231 1475.67
10039 10239 400.04
3005 3204 119.72
16355 16356 651.73
23304 23305 928.64
9260 9461 369.01
17477 17478 696.43
26713 26912 1064.50
1775 1776 70.72
26697 26898 1063.88
18139 18340 722.85
15725 15926 626.65
34678 34877 1381.90
29070 29269 1158.42
36177 36377 1441.66
31339 31540 1248.87
36219 36220 1443.29
27416 27615 1092.50
20694 20893 824.64
21728 21929 865.87
37890 38091 1509.92
15735 15736 627.02
19812 19813 789.47
37682 37883 1501.63
37104 37303 1478.58
6745 6945 268.79
19241 19242 766.72
3645 3845 145.24
16018 16219 638.31
31244 31245 1245.04
13987 13988 557.37
15 216 0.59
5533 5734 220.50
10522 10722 419.30
2544 2744 101.38
27617 27817 1100.52
35409 35610 1411.04
21247 21448 846.69
32563 32564 1297.62
15783 15983 628.96
35771 35772 1425.46
25337 25338 1009.66
7301 7500 290.93
38630 38831 1539.40
13294 13493 529.75
967 1168 38.55
215 216 8.53
30748 30949 1225.32
20203 20402 805.06
29306 29506 1167.84
32906 32907 1311.28
28516 28717 1136.37
18186 18187 724.70
8460 8661 337.13
16936 17137 674.91
28071 28072 1118.60
11112 11113 442.79
1826 2027 72.76
26725 26726 1064.97
17573 17772 700.28
16675 16676 664.47
5669 5868 225.89
13524 13725 538.94
3947 4146 157.28
19194 19395 764.90
24471 24472 975.14
22210 22211 885.03
19810 19811 789.39
19817 20017 789.69
26722 26921 1064.86
28489 28690 1135.29
7012 7211 279.40
611 811 24.33
21753 21954 866.87
1564 1565 62.31
21400 21599 852.78
31272 31471 1246.17
7370 7569 293.69
14586 14786 581.26
31549 31749 1257.23
1651 1652 65.76
23178 23378 923.65
30987 31188 1234.85
24545 24746 978.13
12244 12445 487.92
4806 5006 191.50
25841 25842 1029.73
4863 5064 193.79
3887 3888 154.87
32792 32992 1306.77
13044 13243 519.78
22846 22847 910.38
20954 21154 835.02
5574 5773 222.12
27071 27272 1078.78
12980 12981 517.24
9682 9883 385.83
31557 31756 1257.54
8515 8715 339.32
14824 14825 590.70
28184 28385 1123.15
3714 3914 148.00
34916 35116 1391.40
25840 26039 1029.70
14143 14144 563.58
16612 16813 661.98
29170 29370 1162.43
17149 17349 683.39
3552 3752 141.55
17254 17455 687.57
27048 27247 1077.84
21486 21686 856.21
16607 16808 661.78
22787 22788 908.05
20645 20846 822.70
15162 15361 604.20
7329 7530 292.07
34697 34898 1382.68
33167 33366 1321.70
11074 11273 441.28
25942 26142 1033.79
100 300 3.98
35194 35394 1402.49
39176 39376 1561.17
16365 16366 652.13
16740 16940 667.09
19005 19205 757.33
21860 22061 871.12
38744 38745 1543.93
12725 12924 507.08
26165 26364 1042.67
33095 33294 1318.82
17369 17569 692.16
37029 37030 1475.57
7174 7374 285.89
34734 34735 1384.13
15578 15579 620.77
5947 6147 236.99
36489 36690 1454.09
19728 19929 786.17
31047 31246 1237.20
17373 17572 692.31
5687 5888 226.63
27483 27484 1095.17
37837 38038 1507.80
32193 32393 1282.90
23133 23332 921.84
38154 38155 1520.42
10062 10261 400.95
23119 23120 921.27
7444 7643 296.62
10650 10851 424.40
6119 6120 243.82
18107 18306 721.55
31025 31225 1236.33
5418 5618 215.89
18015 18216 717.89
715 916 28.50
38680 38881 1541.40
37999 38000 1514.25
19257 19456 767.37
4812 5012 191.74
30109 30309 1199.84
18869 19070 751.93
22574 22773 899.57
13575 13576 540.95
3551 3750 141.50
14644 14843 583.54
14300 14501 569.86
24161 24362 962.83
24685 24686 983.67
6649 6650 264.93
29761 29961 1185.98
35337 35338 1408.16
4619 4620 184.03
25969 26169 1034.87
4323 4324 172.25
33376 33577 1330.05
26527 26726 1057.09
32105 32106 1279.36
32198 32199 1283.08
17491 17691 697.01
24921 25121 993.10
13878 14079 553.04
12538 12539 499.62
1467 1468 58.43
36795 36796 1466.27
29902 30101 1191.58
29780 29981 1186.75
7056 7057 281.15
4835 4836 192.64
22996 23195 916.39
16533 16534 658.82
21194 21195 844.57
26381 26581 1051.29
9087 9288 362.12
32916 32917 1311.68
27410 27610 1092.27
1050 1251 41.84
6226 6427 248.10
31147 31148 1241.19
5760 5761 229.52
764 765 30.43
8679 8880 345.86
14285 14485 569.25
26624 26825 1060.96
8156 8157 325.00
5949 6148 237.06
1152 1153 45.89
23335 23534 929.89
23592 23593 940.13
38957 39157 1552.44
38620 38621 1538.97
1461 1660 58.20
26336 26337 1049.47
35665 35864 1421.23
22974 23173 915.51
35796 35997 1426.49
22750 22951 906.60
35864 35865 1429.15
3127 3128 124.59
6797 6997 270.87
25824 25825 1029.05
34816 35016 1387.40
18190 18191 724.86
21429 21430 853.91
26108 26309 1040.41
15730 15930 626.84
36229 36428 1443.70
7041 7242 280.58
34461 34662 1373.27
21362 21363 851.26
38486 38685 1533.65
11639 11839 463.80
14376 14575 572.88
29416 29617 1172.22
5025 5224 200.22
109 110 4.32
6751 6752 269.01
28934 29134 1153.02
7160 7361 285.34
9564 9763 381.12
4653 4654 185.39
11764 11963 468.79
4502 4701 179.39
9280 9281 369.78
8670 8869 345.48
19022 19223 758.02
19277 19478 768.19
37588 37789 1497.90
34173 34372 1361.79
36540 36541 1456.10
38916 39115 1550.79
21740 21940 866.34
27384 27584 1091.26
29051 29052 1157.65
11865 11866 472.79
38590 38789 1537.81
14711 14712 586.21
25960 26160 1034.51
36001 36202 1434.63
12631 12830 503.32
39400 39600 1570.09
8584 8585 342.06
13509 13709 538.33
5432 5632 216.45
2487 2688 99.11
15934 16133 634.96
15664 15865 624.21
21756 21956 866.98
29650 29851 1181.55
27249 27250 1085.84
26828 27027 1069.07
27988 28189 1115.34
23637 23638 941.90
35638 35839 1420.17
25105 25306 1000.44
8912 9111 355.13
27289 27488 1087.45
28883 29084 1150.99
9104 9105 362.77
13408 13609 534.30
172 373 6.87
10342 10541 412.12
20365 20366 811.53
8569 8768 341.47
1645 1844 65.53
35887 36087 1430.09
13852 14051 551.98
32330 32531 1288.36
27595 27596 1099.65
37711 37712 1502.76
6587 6588 262.48
19828 20027 790.12
377 378 15.01
33060 33061 1317.41
7588 7589 302.37
6811 7011 271.40
18369 18569 732.01
14224 14425 566.82
37648 37649 1500.24
10330 10531 411.66
32498 32699 1295.05
37284 37485 1485.77
2311 2512 92.10
29512 29513 1176.03
24647 24847 982.17
33767 33768 1345.60
7518 7519 299.57
20042 20243 798.67
23634 23635 941.78
21081 21082 840.05
2080 2280 82.88
26627 26828 1061.08
10820 11019 431.15
815 1014 32.45
4519 4520 180.06
2170 2369 86.47
38553 38554 1536.32
6088 6287 242.59
30797 30997 1227.27
11152 11353 444.42
31188 31389 1242.86
23804 24004 948.57
16619 16820 662.26
26111 26312 1040.53
13996 13997 557.73
22318 22319 889.35
3609 3808 143.79
39120 39321 1558.94
1652 1852 65.82
22345 22546 890.46
36122 36123 1439.44
28154 28353 1121.93
14761 14762 588.21
14768 14969 588.52
38540 38541 1535.80
9983 10183 397.83
27607 27807 1100.12
6110 6310 243.48
4418 4618 176.04
7553 7754 301.00
35706 35907 1422.89
1316 1516 52.44
39319 39520 1566.87
13697 13897 545.82
39360 39561 1568.51
21312 21511 849.27
37538 37739 1495.90
11886 12087 473.66
5230 5430 208.40
9090 9289 362.22
16217 16218 646.21
22584 22783 899.97
10250 10449 408.44
29424 29425 1172.51
9918 10117 395.22
31995 32195 1275.01
14363 14563 572.37
31231 31432 1244.55
21749 21949 866.70
37935 38135 1511.71
1452 1652 57.85
36263 36462 1445.06
37592 37792 1498.05
7943 7944 316.51
34932 35133 1392.05
33284 33485 1326.37
19658 19659 783.34
5219 5418 207.95
29206 29207 1163.82
27361 27561 1090.34
29751 29950 1185.57
22050 22249 878.67
24608 24609 980.59
26714 26914 1064.55
20694 20894 824.65
20497 20498 816.78
21103 21304 840.96
19366 19567 771.75
21684 21885 864.11
33508 33707 1335.28
33342 33542 1328.68
31704 31705 1263.38
24843 25042 989.97
38337 38537 1527.73
12284 12285 489.49
33438 33637 1332.48
3950 4150 157.41
12587 12588 501.58
34403 34602 1370.93
10227 10428 407.54
5186 5385 206.66
36433 36634 1451.85
36038 36237 1436.09
629 630 25.03
32523 32722 1296.03
38981 38982 1553.38
20505 20704 817.11
23918 24119 953.14
16488 16688 657.04
8597 8598 342.58
35274 35475 1405.67
36713 36914 1463.02
39448 39648 1571.99
37921 38120 1511.14
14167 14168 564.54
26616 26617 1060.61
2641 2642 105.21
39068 39269 1556.86
22279 22478 887.80
35988 36189 1434.14
37629 37830 1499.51
3371 3570 134.33
1439 1640 57.34
34238 34439 1364.38
14742 14943 587.48
17642 17841 703.01
26430 26631 1053.23
10095 10096 402.26
33722 33922 1343.82
37248 37449 1484.33
6696 6697 266.81
24481 24681 975.56
14582 14583 581.08
27727 27927 1104.92
25104 25304 1000.39
11206 11407 446.55
17615 17616 701.92
31060 31061 1237.71
33812 33813 1347.37
25686 25886 1023.58
39237 39436 1563.57
8196 8396 326.62
38319 38320 1526.99
23767 23768 947.10
37309 37510 1486.77
27869 28068 1110.56
12283 12484 489.48
31306 31506 1247.54
11180 11181 445.51
9239 9440 368.17
35863 35864 1429.11
37943 38143 1512.03
12735 12935 507.49
14684 14685 585.13
36190 36389 1442.17
34334 34535 1368.22
21243 21244 846.50
38088 38089 1517.78
10143 10344 404.21
31975 32175 1274.21
21423 21623 853.69
37915 38115 1510.91
1385 1584 55.19
14768 14968 588.51
1409 1609 56.13
36542 36741 1456.19
35187 35388 1402.22
107 108 4.24
4675 4875 186.29
32810 33009 1307.45
38104 38304 1518.44
728 729 28.99
19285 19486 768.51
34065 34265 1357.48
28187 28386 1123.25
21861 22062 871.16
10019 10220 399.25
5227 5228 208.26
22485 22486 896.00
25617 25618 1020.80
29863 30064 1190.04
2907 3106 115.83
9764 9964 389.10
23966 24167 955.06
11368 11369 453.00
22671 22870 903.42
37157 37356 1480.70
7117 7316 283.60
12127 12328 483.27
39529 39728 1575.22
22137 22336 882.15
6840 7041 272.57
22003 22202 876.79
33071 33272 1317.88
2533 2732 100.93
10247 10446 408.32
5684 5883 226.49
21111 21312 841.28
22017 22217 877.36
34327 34328 1367.91
2831 3031 112.80
24828 24829 989.36
12413 12613 494.64
30985 30986 1234.74
28665 28866 1142.30
21402 21403 852.83
31180 31381 1242.54
4142 4342 165.06
14834 15035 591.13
22209 22210 884.99
34655 34854 1380.98
35802 35803 1426.67
8123 8323 323.70
35704 35904 1422.80
16928 17129 674.59
6391 6392 254.67
2061 2262 82.13
6094 6095 242.82
35543 35544 1416.37
10749 10948 428.34
13055 13254 520.22
